,src_image,annotation
621,erfurt_000040_000019_leftImg8bit.png,erfurt_000040_000019_leftImg8bit.txt
622,stuttgart_000162_000019_leftImg8bit.png,stuttgart_000162_000019_leftImg8bit.txt
623,jena_000035_000019_leftImg8bit.png,jena_000035_000019_leftImg8bit.txt
624,monchengladbach_000000_035650_leftImg8bit.png,monchengladbach_000000_035650_leftImg8bit.txt
625,bochum_000000_023040_leftImg8bit.png,bochum_000000_023040_leftImg8bit.txt
626,tubingen_000034_000019_leftImg8bit.png,tubingen_000034_000019_leftImg8bit.txt
627,zurich_000027_000019_leftImg8bit.png,zurich_000027_000019_leftImg8bit.txt
628,dusseldorf_000108_000019_leftImg8bit.png,dusseldorf_000108_000019_leftImg8bit.txt
629,stuttgart_000081_000019_leftImg8bit.png,stuttgart_000081_000019_leftImg8bit.txt
630,bochum_000000_004229_leftImg8bit.png,bochum_000000_004229_leftImg8bit.txt
631,hanover_000000_030276_leftImg8bit.png,hanover_000000_030276_leftImg8bit.txt
632,jena_000085_000019_leftImg8bit.png,jena_000085_000019_leftImg8bit.txt
633,zurich_000115_000019_leftImg8bit.png,zurich_000115_000019_leftImg8bit.txt
634,tubingen_000064_000019_leftImg8bit.png,tubingen_000064_000019_leftImg8bit.txt
635,hanover_000000_030546_leftImg8bit.png,hanover_000000_030546_leftImg8bit.txt
636,krefeld_000000_022162_leftImg8bit.png,krefeld_000000_022162_leftImg8bit.txt
637,bremen_000116_000019_leftImg8bit.png,bremen_000116_000019_leftImg8bit.txt
638,hamburg_000000_046872_leftImg8bit.png,hamburg_000000_046872_leftImg8bit.txt
639,monchengladbach_000000_023052_leftImg8bit.png,monchengladbach_000000_023052_leftImg8bit.txt
640,weimar_000004_000019_leftImg8bit.png,weimar_000004_000019_leftImg8bit.txt
641,aachen_000068_000019_leftImg8bit.png,aachen_000068_000019_leftImg8bit.txt
642,krefeld_000000_008584_leftImg8bit.png,krefeld_000000_008584_leftImg8bit.txt
643,ulm_000024_000019_leftImg8bit.png,ulm_000024_000019_leftImg8bit.txt
644,zurich_000028_000019_leftImg8bit.png,zurich_000028_000019_leftImg8bit.txt
645,weimar_000055_000019_leftImg8bit.png,weimar_000055_000019_leftImg8bit.txt
646,strasbourg_000000_018358_leftImg8bit.png,strasbourg_000000_018358_leftImg8bit.txt
647,hanover_000000_042382_leftImg8bit.png,hanover_000000_042382_leftImg8bit.txt
648,stuttgart_000031_000019_leftImg8bit.png,stuttgart_000031_000019_leftImg8bit.txt
649,jena_000109_000019_leftImg8bit.png,jena_000109_000019_leftImg8bit.txt
650,zurich_000037_000019_leftImg8bit.png,zurich_000037_000019_leftImg8bit.txt
651,erfurt_000090_000019_leftImg8bit.png,erfurt_000090_000019_leftImg8bit.txt
652,dusseldorf_000196_000019_leftImg8bit.png,dusseldorf_000196_000019_leftImg8bit.txt
653,bochum_000000_025746_leftImg8bit.png,bochum_000000_025746_leftImg8bit.txt
654,weimar_000056_000019_leftImg8bit.png,weimar_000056_000019_leftImg8bit.txt
655,bremen_000233_000019_leftImg8bit.png,bremen_000233_000019_leftImg8bit.txt
656,jena_000059_000019_leftImg8bit.png,jena_000059_000019_leftImg8bit.txt
657,bremen_000003_000019_leftImg8bit.png,bremen_000003_000019_leftImg8bit.txt
658,monchengladbach_000000_019500_leftImg8bit.png,monchengladbach_000000_019500_leftImg8bit.txt
659,hamburg_000000_025986_leftImg8bit.png,hamburg_000000_025986_leftImg8bit.txt
660,darmstadt_000022_000019_leftImg8bit.png,darmstadt_000022_000019_leftImg8bit.txt
661,tubingen_000130_000019_leftImg8bit.png,tubingen_000130_000019_leftImg8bit.txt
662,jena_000011_000019_leftImg8bit.png,jena_000011_000019_leftImg8bit.txt
663,monchengladbach_000000_015685_leftImg8bit.png,monchengladbach_000000_015685_leftImg8bit.txt
664,hamburg_000000_081299_leftImg8bit.png,hamburg_000000_081299_leftImg8bit.txt
665,krefeld_000000_025434_leftImg8bit.png,krefeld_000000_025434_leftImg8bit.txt
666,erfurt_000036_000019_leftImg8bit.png,erfurt_000036_000019_leftImg8bit.txt
667,zurich_000011_000019_leftImg8bit.png,zurich_000011_000019_leftImg8bit.txt
668,bremen_000252_000019_leftImg8bit.png,bremen_000252_000019_leftImg8bit.txt
669,hamburg_000000_016928_leftImg8bit.png,hamburg_000000_016928_leftImg8bit.txt
670,aachen_000120_000019_leftImg8bit.png,aachen_000120_000019_leftImg8bit.txt
671,bremen_000247_000019_leftImg8bit.png,bremen_000247_000019_leftImg8bit.txt
672,strasbourg_000001_006386_leftImg8bit.png,strasbourg_000001_006386_leftImg8bit.txt
673,zurich_000050_000019_leftImg8bit.png,zurich_000050_000019_leftImg8bit.txt
674,tubingen_000020_000019_leftImg8bit.png,tubingen_000020_000019_leftImg8bit.txt
675,zurich_000019_000019_leftImg8bit.png,zurich_000019_000019_leftImg8bit.txt
676,bremen_000111_000019_leftImg8bit.png,bremen_000111_000019_leftImg8bit.txt
677,ulm_000058_000019_leftImg8bit.png,ulm_000058_000019_leftImg8bit.txt
678,bremen_000301_000019_leftImg8bit.png,bremen_000301_000019_leftImg8bit.txt
679,bremen_000187_000019_leftImg8bit.png,bremen_000187_000019_leftImg8bit.txt
680,dusseldorf_000191_000019_leftImg8bit.png,dusseldorf_000191_000019_leftImg8bit.txt
681,strasbourg_000000_016247_leftImg8bit.png,strasbourg_000000_016247_leftImg8bit.txt
682,hanover_000000_037298_leftImg8bit.png,hanover_000000_037298_leftImg8bit.txt
683,hamburg_000000_077642_leftImg8bit.png,hamburg_000000_077642_leftImg8bit.txt
684,stuttgart_000066_000019_leftImg8bit.png,stuttgart_000066_000019_leftImg8bit.txt
685,hanover_000000_029455_leftImg8bit.png,hanover_000000_029455_leftImg8bit.txt
686,weimar_000119_000019_leftImg8bit.png,weimar_000119_000019_leftImg8bit.txt
687,dusseldorf_000004_000019_leftImg8bit.png,dusseldorf_000004_000019_leftImg8bit.txt
688,jena_000070_000019_leftImg8bit.png,jena_000070_000019_leftImg8bit.txt
689,hamburg_000000_069289_leftImg8bit.png,hamburg_000000_069289_leftImg8bit.txt
690,cologne_000082_000019_leftImg8bit.png,cologne_000082_000019_leftImg8bit.txt
691,strasbourg_000000_028912_leftImg8bit.png,strasbourg_000000_028912_leftImg8bit.txt
692,hamburg_000000_001613_leftImg8bit.png,hamburg_000000_001613_leftImg8bit.txt
693,jena_000072_000019_leftImg8bit.png,jena_000072_000019_leftImg8bit.txt
694,strasbourg_000001_004745_leftImg8bit.png,strasbourg_000001_004745_leftImg8bit.txt
695,weimar_000098_000019_leftImg8bit.png,weimar_000098_000019_leftImg8bit.txt
696,tubingen_000108_000019_leftImg8bit.png,tubingen_000108_000019_leftImg8bit.txt
697,stuttgart_000055_000019_leftImg8bit.png,stuttgart_000055_000019_leftImg8bit.txt
698,strasbourg_000000_015764_leftImg8bit.png,strasbourg_000000_015764_leftImg8bit.txt
699,dusseldorf_000180_000019_leftImg8bit.png,dusseldorf_000180_000019_leftImg8bit.txt
